111.15789473684211, 315.7894736842105
245.05263157894737, 305.6842105263158
389.0526315789474, 303.15789473684214
520.421052631579, 310.7368421052632
689.6842105263158, 303.15789473684214
831.1578947368422, 288
813.4736842105264, 323.3684210526316
851.3684210526317, 333.47368421052636
952.421052631579, 288
1144.421052631579, 255.1578947368421
1323.7894736842106, 237.47368421052633
1566.3157894736844, 222.31578947368422
1791.157894736842, 224.84210526315792
2010.9473684210527, 242.5263157894737
2258.5263157894738, 298.10526315789474
2516.2105263157896, 406.7368421052632
2627.3684210526317, 515.3684210526316
2723.3684210526317, 651.7894736842105
2728.421052631579, 861.4736842105264
2647.5789473684213, 1018.1052631578948
2503.5789473684213, 1129.2631578947369
2357.0526315789475, 1222.7368421052631
2154.947368421053, 1301.0526315789475
1912.421052631579, 1359.157894736842
1707.7894736842106, 1376.842105263158
1553.6842105263158, 1399.578947368421
1323.7894736842106, 1417.2631578947369
1053.4736842105265, 1386.9473684210527
768, 1290.9473684210527
558.3157894736843, 1152
472.42105263157896, 1008
399.15789473684214, 752.8421052631579
303.15789473684214, 654.3157894736843
242.5263157894737, 570.9473684210526
161.6842105263158, 467.3684210526316
131.3684210526316, 411.7894736842105
149.05263157894737, 394.10526315789474
106.10526315789474, 378.94736842105266
88.42105263157895, 341.0526315789474