time;fx (forward);fy (lateral);fz (vertical)
6.630000e-01;3.629709e+00;1.768504e+00;2.044164e+00
6.640000e-01;3.647810e+00;1.749694e+00;2.054275e+00
6.650000e-01;3.665812e+00;1.728346e+00;2.058722e+00
6.660000e-01;3.682353e+00;1.705753e+00;2.066508e+00
6.670000e-01;3.699158e+00;1.685189e+00;2.069853e+00
6.680000e-01;3.714995e+00;1.663407e+00;2.074353e+00
6.690000e-01;3.732901e+00;1.643169e+00;2.079432e+00
6.700000e-01;3.748486e+00;1.618835e+00;2.083390e+00
6.710000e-01;3.766354e+00;1.598363e+00;2.092089e+00
6.720000e-01;3.781821e+00;1.577103e+00;2.096565e+00
6.730000e-01;3.797398e+00;1.554836e+00;2.100841e+00
6.740000e-01;3.813151e+00;1.531391e+00;2.108164e+00
6.750000e-01;3.827322e+00;1.508122e+00;2.112591e+00
6.760000e-01;3.843265e+00;1.482502e+00;2.119122e+00
6.770000e-01;3.854309e+00;1.459996e+00;2.121629e+00
6.780000e-01;3.871343e+00;1.436502e+00;2.124373e+00
6.790000e-01;3.884726e+00;1.412878e+00;2.128658e+00
6.800000e-01;3.897340e+00;1.387526e+00;2.126339e+00
6.810000e-01;3.916060e+00;1.365246e+00;2.132819e+00
6.820000e-01;3.931381e+00;1.340640e+00;2.133714e+00
6.830000e-01;3.946820e+00;1.317445e+00;2.140361e+00
6.840000e-01;3.960555e+00;1.291977e+00;2.140408e+00
6.850000e-01;3.972941e+00;1.267766e+00;2.143349e+00
6.860000e-01;3.989501e+00;1.241050e+00;2.147642e+00
6.870000e-01;4.000941e+00;1.216832e+00;2.149802e+00
6.880000e-01;4.010544e+00;1.190451e+00;2.147400e+00
6.890000e-01;4.021687e+00;1.161958e+00;2.152416e+00
6.900000e-01;4.030251e+00;1.136941e+00;2.154318e+00
6.910000e-01;4.041508e+00;1.111109e+00;2.154160e+00
6.920000e-01;4.054166e+00;1.084915e+00;2.156197e+00
6.930000e-01;4.063473e+00;1.059176e+00;2.162837e+00
6.940000e-01;4.073666e+00;1.032109e+00;2.161841e+00
6.950000e-01;4.085602e+00;1.006359e+00;2.164935e+00
6.960000e-01;4.098522e+00;9.793278e-01;2.168204e+00
6.970000e-01;4.103819e+00;9.520608e-01;2.166769e+00
6.980000e-01;4.113971e+00;9.244467e-01;2.169186e+00
6.990000e-01;4.124537e+00;8.960047e-01;2.169872e+00
7.000000e-01;4.128454e+00;8.705594e-01;2.168717e+00
7.010000e-01;4.140769e+00;8.404597e-01;2.171045e+00
7.020000e-01;4.149101e+00;8.149095e-01;2.172773e+00
7.030000e-01;4.160109e+00;7.867126e-01;2.174029e+00
7.040000e-01;4.168098e+00;7.599733e-01;2.176481e+00
7.050000e-01;4.174440e+00;7.324966e-01;2.179101e+00
7.060000e-01;4.183080e+00;7.021594e-01;2.175944e+00
7.070000e-01;4.190483e+00;6.723280e-01;2.176686e+00
7.080000e-01;4.197394e+00;6.462210e-01;2.179543e+00
7.090000e-01;4.200359e+00;6.172084e-01;2.180259e+00
7.100000e-01;4.204296e+00;5.893526e-01;2.179051e+00
7.110000e-01;4.212464e+00;5.611993e-01;2.179993e+00
7.120000e-01;4.219733e+00;5.320374e-01;2.180529e+00
7.130000e-01;4.225940e+00;5.023926e-01;2.174673e+00
7.140000e-01;4.228685e+00;4.739112e-01;2.182659e+00
7.150000e-01;4.228870e+00;4.450526e-01;2.186030e+00
7.160000e-01;4.237729e+00;4.146843e-01;2.184531e+00
7.170000e-01;4.235262e+00;3.857921e-01;2.184421e+00
7.180000e-01;4.242272e+00;3.572873e-01;2.185448e+00
7.190000e-01;4.244437e+00;3.268217e-01;2.184681e+00
7.200000e-01;4.247212e+00;2.962083e-01;2.188663e+00
7.210000e-01;4.247657e+00;2.689655e-01;2.193169e+00
7.220000e-01;4.250115e+00;2.395032e-01;2.193321e+00
7.230000e-01;4.249438e+00;2.134551e-01;2.195005e+00
7.240000e-01;4.252426e+00;1.794121e-01;2.190583e+00
7.250000e-01;4.253578e+00;1.524100e-01;2.197829e+00
7.260000e-01;4.251227e+00;1.236479e-01;2.195499e+00
7.270000e-01;4.248530e+00;9.272383e-02;2.198184e+00
7.280000e-01;4.256806e+00;5.971206e-02;2.193667e+00
7.290000e-01;4.252281e+00;3.104895e-02;2.203932e+00
7.300000e-01;4.250683e+00;2.648061e-03;2.199655e+00
7.310000e-01;4.242763e+00;-2.902380e-02;2.202133e+00
7.320000e-01;4.249415e+00;-5.891386e-02;2.196648e+00
7.330000e-01;4.239973e+00;-8.902561e-02;2.200944e+00
7.340000e-01;4.243120e+00;-1.190464e-01;2.193263e+00
7.350000e-01;4.235266e+00;-1.495376e-01;2.194598e+00
7.360000e-01;4.236807e+00;-1.792998e-01;2.196190e+00
7.370000e-01;4.227796e+00;-2.094836e-01;2.199023e+00
7.380000e-01;4.222615e+00;-2.384012e-01;2.193900e+00
7.390000e-01;4.217897e+00;-2.687097e-01;2.195753e+00
7.400000e-01;4.206833e+00;-2.987038e-01;2.195699e+00
7.410000e-01;4.199627e+00;-3.273509e-01;2.196086e+00
7.420000e-01;4.193412e+00;-3.550939e-01;2.195874e+00
7.430000e-01;4.185031e+00;-3.857703e-01;2.202158e+00
7.440000e-01;4.177466e+00;-4.167789e-01;2.200382e+00
7.450000e-01;4.168466e+00;-4.455666e-01;2.196174e+00
7.460000e-01;4.160635e+00;-4.728669e-01;2.195152e+00
7.470000e-01;4.146900e+00;-5.031496e-01;2.196801e+00
7.480000e-01;4.139102e+00;-5.316430e-01;2.188847e+00
7.490000e-01;4.128414e+00;-5.601344e-01;2.187299e+00
7.500000e-01;4.118370e+00;-5.885246e-01;2.183879e+00
7.510000e-01;4.111671e+00;-6.176737e-01;2.181952e+00
7.520000e-01;4.094999e+00;-6.448202e-01;2.181662e+00
7.530000e-01;4.086752e+00;-6.718821e-01;2.180919e+00
7.540000e-01;4.068007e+00;-6.998070e-01;2.179148e+00
7.550000e-01;4.055795e+00;-7.249150e-01;2.177256e+00
7.560000e-01;4.039920e+00;-7.559205e-01;2.177199e+00
7.570000e-01;4.022407e+00;-7.809423e-01;2.173193e+00
7.580000e-01;4.007636e+00;-8.080519e-01;2.169171e+00
7.590000e-01;3.989736e+00;-8.350201e-01;2.167339e+00
7.600000e-01;3.974418e+00;-8.616299e-01;2.157081e+00
7.610000e-01;3.959854e+00;-8.860013e-01;2.158950e+00
7.620000e-01;3.944157e+00;-9.118370e-01;2.149087e+00
7.630000e-01;3.927405e+00;-9.362377e-01;2.146727e+00
7.640000e-01;3.911733e+00;-9.591283e-01;2.145708e+00
7.650000e-01;3.895377e+00;-9.854981e-01;2.139841e+00
7.660000e-01;3.876434e+00;-1.010220e+00;2.140467e+00
7.670000e-01;3.856016e+00;-1.032773e+00;2.132741e+00
7.680000e-01;3.836029e+00;-1.059406e+00;2.126818e+00
7.690000e-01;3.816133e+00;-1.080929e+00;2.120521e+00
7.700000e-01;3.796568e+00;-1.103655e+00;2.111194e+00
7.710000e-01;3.775833e+00;-1.128115e+00;2.108286e+00
7.720000e-01;3.755370e+00;-1.147388e+00;2.104943e+00
7.730000e-01;3.732536e+00;-1.170014e+00;2.101101e+00
7.740000e-01;3.711532e+00;-1.194495e+00;2.097962e+00
7.750000e-01;3.684434e+00;-1.212067e+00;2.092893e+00
7.760000e-01;3.663325e+00;-1.230653e+00;2.086239e+00
7.770000e-01;3.636180e+00;-1.245966e+00;2.078236e+00
7.780000e-01;3.617672e+00;-1.267051e+00;2.069590e+00
7.790000e-01;3.596626e+00;-1.289957e+00;2.059362e+00
7.800000e-01;3.571232e+00;-1.313179e+00;2.052349e+00
7.810000e-01;3.545727e+00;-1.329782e+00;2.050444e+00
7.820000e-01;3.519992e+00;-1.344339e+00;2.043406e+00
7.830000e-01;3.495127e+00;-1.361036e+00;2.039583e+00
7.840000e-01;3.470027e+00;-1.380601e+00;2.030826e+00
7.850000e-01;3.444713e+00;-1.395306e+00;2.023404e+00
7.860000e-01;3.419897e+00;-1.412274e+00;2.013634e+00
7.870000e-01;3.391712e+00;-1.428362e+00;2.007724e+00
7.880000e-01;3.365332e+00;-1.443766e+00;1.998767e+00
7.890000e-01;3.336138e+00;-1.458125e+00;1.991350e+00
7.900000e-01;3.307064e+00;-1.470302e+00;1.984019e+00
7.910000e-01;3.280895e+00;-1.486125e+00;1.973619e+00
7.920000e-01;3.255646e+00;-1.499276e+00;1.963926e+00
7.930000e-01;3.229049e+00;-1.512409e+00;1.953537e+00
7.940000e-01;3.200290e+00;-1.525729e+00;1.945042e+00
7.950000e-01;3.171074e+00;-1.540390e+00;1.937282e+00
7.960000e-01;3.139990e+00;-1.549306e+00;1.929316e+00
7.970000e-01;3.109241e+00;-1.560064e+00;1.919755e+00
7.980000e-01;3.082289e+00;-1.572335e+00;1.911560e+00
7.990000e-01;3.053151e+00;-1.582147e+00;1.900232e+00
8.000000e-01;3.023191e+00;-1.591359e+00;1.891107e+00
8.010000e-01;2.993598e+00;-1.599361e+00;1.881230e+00
8.020000e-01;2.963134e+00;-1.609280e+00;1.871661e+00
8.030000e-01;2.931421e+00;-1.616943e+00;1.863152e+00
8.040000e-01;2.898381e+00;-1.625110e+00;1.854452e+00
8.050000e-01;2.868654e+00;-1.633668e+00;1.841689e+00
8.060000e-01;2.840183e+00;-1.641432e+00;1.828814e+00
8.070000e-01;2.808862e+00;-1.645097e+00;1.818841e+00
8.080000e-01;2.779340e+00;-1.652323e+00;1.808684e+00
8.090000e-01;2.746358e+00;-1.657820e+00;1.798465e+00
8.100000e-01;2.714393e+00;-1.663163e+00;1.787853e+00
8.110000e-01;2.683887e+00;-1.667597e+00;1.776615e+00
8.120000e-01;2.652718e+00;-1.672681e+00;1.764884e+00
8.130000e-01;2.620369e+00;-1.677014e+00;1.755247e+00
8.140000e-01;2.588769e+00;-1.680207e+00;1.744502e+00
8.150000e-01;2.556286e+00;-1.681417e+00;1.734396e+00
8.160000e-01;2.524451e+00;-1.684155e+00;1.722587e+00
8.170000e-01;2.493879e+00;-1.686204e+00;1.709901e+00
8.180000e-01;2.462826e+00;-1.687484e+00;1.696701e+00
8.190000e-01;2.432520e+00;-1.687382e+00;1.684219e+00
8.200000e-01;2.398328e+00;-1.688767e+00;1.673256e+00
8.210000e-01;2.367108e+00;-1.689507e+00;1.660865e+00
8.220000e-01;2.333927e+00;-1.688887e+00;1.649045e+00
8.230000e-01;2.305756e+00;-1.687666e+00;1.636560e+00
8.240000e-01;2.274684e+00;-1.686162e+00;1.622885e+00
8.250000e-01;2.242884e+00;-1.684130e+00;1.611880e+00
8.260000e-01;2.210818e+00;-1.682586e+00;1.601948e+00
8.270000e-01;2.179742e+00;-1.679876e+00;1.588606e+00
8.280000e-01;2.148221e+00;-1.677290e+00;1.573756e+00
8.290000e-01;2.117126e+00;-1.675611e+00;1.563031e+00
8.300000e-01;2.086098e+00;-1.672380e+00;1.549866e+00
8.310000e-01;2.055652e+00;-1.668909e+00;1.537158e+00
8.320000e-01;2.024194e+00;-1.665382e+00;1.519917e+00
8.330000e-01;1.991007e+00;-1.657540e+00;1.512968e+00
8.340000e-01;1.961784e+00;-1.653121e+00;1.496354e+00
8.350000e-01;1.932857e+00;-1.647449e+00;1.483413e+00
8.360000e-01;1.903437e+00;-1.644407e+00;1.469339e+00
8.370000e-01;1.872109e+00;-1.634237e+00;1.459218e+00
8.380000e-01;1.840013e+00;-1.630475e+00;1.444590e+00
8.390000e-01;1.809197e+00;-1.624221e+00;1.435177e+00
8.400000e-01;1.779017e+00;-1.618722e+00;1.416438e+00
8.410000e-01;1.749450e+00;-1.609234e+00;1.401560e+00
8.420000e-01;1.721826e+00;-1.599925e+00;1.389756e+00
8.430000e-01;1.692423e+00;-1.591943e+00;1.370914e+00
8.440000e-01;1.661450e+00;-1.583324e+00;1.360047e+00
8.450000e-01;1.634452e+00;-1.576871e+00;1.347642e+00
8.460000e-01;1.602109e+00;-1.565930e+00;1.337064e+00
8.470000e-01;1.573655e+00;-1.557762e+00;1.319855e+00
8.480000e-01;1.546335e+00;-1.545342e+00;1.309518e+00
8.490000e-01;1.517615e+00;-1.536286e+00;1.294729e+00
8.500000e-01;1.487587e+00;-1.527848e+00;1.279344e+00
8.510000e-01;1.457821e+00;-1.515898e+00;1.265075e+00
8.520000e-01;1.430090e+00;-1.503201e+00;1.251184e+00
8.530000e-01;1.401035e+00;-1.491810e+00;1.236486e+00
8.540000e-01;1.375327e+00;-1.481565e+00;1.221816e+00
8.550000e-01;1.347780e+00;-1.470771e+00;1.208826e+00
8.560000e-01;1.320831e+00;-1.456473e+00;1.191950e+00
8.570000e-01;1.292247e+00;-1.443241e+00;1.181632e+00
8.580000e-01;1.264116e+00;-1.431318e+00;1.165859e+00
8.590000e-01;1.236064e+00;-1.418969e+00;1.152227e+00
8.600000e-01;1.211087e+00;-1.404661e+00;1.135355e+00
8.610000e-01;1.186867e+00;-1.391552e+00;1.120159e+00
8.620000e-01;1.159149e+00;-1.377582e+00;1.107164e+00
8.630000e-01;1.134482e+00;-1.364262e+00;1.092276e+00
8.640000e-01;1.107824e+00;-1.347892e+00;1.078410e+00
8.650000e-01;1.082188e+00;-1.334546e+00;1.063541e+00
8.660000e-01;1.056216e+00;-1.319529e+00;1.048317e+00
8.670000e-01;1.033402e+00;-1.305019e+00;1.033505e+00
8.680000e-01;1.007773e+00;-1.289177e+00;1.017261e+00
8.690000e-01;9.830610e-01;-1.274203e+00;1.002969e+00
8.700000e-01;9.575237e-01;-1.257374e+00;9.869667e-01
8.710000e-01;9.326720e-01;-1.240534e+00;9.722246e-01
8.720000e-01;9.092118e-01;-1.226087e+00;9.562271e-01
8.730000e-01;8.870934e-01;-1.207961e+00;9.416120e-01
8.740000e-01;8.640680e-01;-1.191326e+00;9.262336e-01
8.750000e-01;8.396093e-01;-1.173540e+00;9.103428e-01
8.760000e-01;8.172729e-01;-1.156997e+00;8.960012e-01
8.770000e-01;7.933877e-01;-1.139191e+00;8.797242e-01
8.780000e-01;7.698549e-01;-1.122073e+00;8.642976e-01
8.790000e-01;7.478512e-01;-1.104740e+00;8.468650e-01
8.800000e-01;7.252676e-01;-1.086641e+00;8.333113e-01
8.810000e-01;7.048512e-01;-1.070721e+00;8.148351e-01
8.820000e-01;6.814797e-01;-1.052510e+00;8.021892e-01
8.830000e-01;6.606528e-01;-1.033082e+00;7.853303e-01
8.840000e-01;6.398566e-01;-1.013057e+00;7.717829e-01
8.850000e-01;6.171207e-01;-9.954615e-01;7.540281e-01
8.860000e-01;5.975866e-01;-9.777243e-01;7.388717e-01
8.870000e-01;5.748745e-01;-9.586453e-01;7.218159e-01
8.880000e-01;5.550602e-01;-9.441572e-01;7.055493e-01
8.890000e-01;5.368811e-01;-9.229262e-01;6.905121e-01
8.900000e-01;5.149043e-01;-9.041773e-01;6.746824e-01
8.910000e-01;4.956813e-01;-8.837805e-01;6.572491e-01
8.920000e-01;4.760261e-01;-8.646559e-01;6.417268e-01
8.930000e-01;4.572582e-01;-8.458463e-01;6.270199e-01
8.940000e-01;4.364552e-01;-8.258272e-01;6.113373e-01
8.950000e-01;4.158621e-01;-8.046141e-01;5.936227e-01
8.960000e-01;3.973016e-01;-7.869104e-01;5.764576e-01
8.970000e-01;3.809498e-01;-7.674640e-01;5.611724e-01
8.980000e-01;3.611430e-01;-7.474443e-01;5.452905e-01
8.990000e-01;3.421064e-01;-7.273006e-01;5.284069e-01
9.000000e-01;3.234572e-01;-7.060142e-01;5.115599e-01
9.010000e-01;3.070590e-01;-6.861845e-01;4.967994e-01
9.020000e-01;2.888956e-01;-6.671500e-01;4.814898e-01
9.030000e-01;2.719470e-01;-6.474499e-01;4.646313e-01
9.040000e-01;2.533112e-01;-6.261408e-01;4.454015e-01
9.050000e-01;2.378127e-01;-6.087886e-01;4.297831e-01
9.060000e-01;2.216628e-01;-5.863556e-01;4.142149e-01
9.070000e-01;2.065809e-01;-5.680496e-01;3.991024e-01
9.080000e-01;1.905249e-01;-5.476278e-01;3.808257e-01
9.090000e-01;1.741685e-01;-5.270144e-01;3.667426e-01
9.100000e-01;1.555530e-01;-5.043286e-01;3.476334e-01
9.110000e-01;1.432621e-01;-4.855772e-01;3.356369e-01
9.120000e-01;1.257314e-01;-4.668152e-01;3.185505e-01
9.130000e-01;1.115511e-01;-4.460859e-01;3.039049e-01
9.140000e-01;9.377258e-02;-4.250826e-01;2.849477e-01
9.150000e-01;8.164055e-02;-4.054661e-01;2.705372e-01
9.160000e-01;6.821368e-02;-3.868123e-01;2.554875e-01
9.170000e-01;5.200384e-02;-3.658934e-01;2.405779e-01
9.180000e-01;3.713894e-02;-3.450664e-01;2.232083e-01
9.190000e-01;2.315860e-02;-3.250814e-01;2.073098e-01
9.200000e-01;1.156380e-02;-3.054924e-01;1.931928e-01
9.210000e-01;-4.510675e-03;-2.847535e-01;1.763265e-01
9.220000e-01;-1.789762e-02;-2.654668e-01;1.599712e-01
9.230000e-01;-3.199317e-02;-2.452107e-01;1.448898e-01
9.240000e-01;-4.286894e-02;-2.255311e-01;1.302267e-01
9.250000e-01;-5.297144e-02;-2.089301e-01;1.166332e-01
9.260000e-01;-6.885772e-02;-1.903190e-01;1.006490e-01
9.270000e-01;-7.935955e-02;-1.691202e-01;8.461962e-02
9.280000e-01;-9.054879e-02;-1.512075e-01;7.109332e-02
9.290000e-01;-1.030198e-01;-1.316750e-01;5.572208e-02
9.300000e-01;-1.140964e-01;-1.127778e-01;4.225319e-02
9.310000e-01;-1.259923e-01;-9.329740e-02;2.751447e-02
9.320000e-01;-1.374040e-01;-7.548245e-02;1.392994e-02
9.330000e-01;-1.469855e-01;-5.810392e-02;-4.158469e-04
9.340000e-01;-1.586500e-01;-4.009560e-02;-1.465631e-02
9.350000e-01;-1.694805e-01;-2.177438e-02;-2.854939e-02
9.360000e-01;-1.795516e-01;-4.765649e-03;-4.299976e-02
9.370000e-01;-1.894620e-01;1.273416e-02;-5.596841e-02
9.380000e-01;-1.997312e-01;3.079808e-02;-6.950820e-02
9.390000e-01;-2.098271e-01;4.834204e-02;-8.279490e-02
9.400000e-01;-2.193782e-01;6.579111e-02;-9.459029e-02
9.410000e-01;-2.289878e-01;8.430702e-02;-1.085340e-01
9.420000e-01;-2.384323e-01;1.012609e-01;-1.199933e-01
9.430000e-01;-2.469621e-01;1.176482e-01;-1.318667e-01
9.440000e-01;-2.563633e-01;1.348570e-01;-1.457163e-01
9.450000e-01;-2.658094e-01;1.509921e-01;-1.561544e-01
9.460000e-01;-2.737893e-01;1.668471e-01;-1.666568e-01
9.470000e-01;-2.814501e-01;1.827466e-01;-1.792743e-01
9.480000e-01;-2.895642e-01;1.969485e-01;-1.902151e-01
9.490000e-01;-2.972344e-01;2.115775e-01;-2.002244e-01
9.500000e-01;-3.045547e-01;2.264063e-01;-2.113146e-01
9.510000e-01;-3.083477e-01;2.340636e-01;-2.163880e-01
9.520000e-01;-3.032794e-01;2.308349e-01;-2.102886e-01
9.530000e-01;-2.896188e-01;2.164905e-01;-1.949334e-01
9.540000e-01;-2.705013e-01;1.916520e-01;-1.698092e-01
9.550000e-01;-2.468362e-01;1.589018e-01;-1.361553e-01
9.560000e-01;-2.175641e-01;1.188771e-01;-9.748758e-02
9.570000e-01;-1.835583e-01;7.182096e-02;-5.420559e-02
9.580000e-01;-1.475073e-01;1.913286e-02;-3.974973e-03
9.590000e-01;-1.100813e-01;-3.668539e-02;4.843924e-02
9.600000e-01;-7.074979e-02;-9.542282e-02;1.022023e-01
9.610000e-01;-3.080903e-02;-1.551859e-01;1.562139e-01
9.620000e-01;8.724007e-03;-2.151761e-01;2.117060e-01
9.630000e-01;4.771902e-02;-2.752848e-01;2.666810e-01
9.640000e-01;8.715466e-02;-3.356425e-01;3.221716e-01
9.650000e-01;1.262562e-01;-3.956083e-01;3.779513e-01
9.660000e-01;1.645471e-01;-4.550345e-01;4.325796e-01
9.670000e-01;2.022404e-01;-5.155337e-01;4.870574e-01
9.680000e-01;2.407871e-01;-5.764696e-01;5.407043e-01
9.690000e-01;2.792996e-01;-6.371160e-01;5.933223e-01
9.700000e-01;3.167358e-01;-6.977290e-01;6.461124e-01
9.710000e-01;3.525964e-01;-7.566968e-01;6.965048e-01
9.720000e-01;3.881489e-01;-8.154127e-01;7.439839e-01
9.730000e-01;4.229828e-01;-8.734202e-01;7.909137e-01
9.740000e-01;4.557178e-01;-9.312355e-01;8.378356e-01
9.750000e-01;4.878727e-01;-9.893993e-01;8.833041e-01
9.760000e-01;5.214557e-01;-1.047819e+00;9.277502e-01
9.770000e-01;5.552481e-01;-1.106849e+00;9.701504e-01
9.780000e-01;5.881346e-01;-1.167791e+00;1.011974e+00
9.790000e-01;6.207684e-01;-1.228847e+00;1.053965e+00
9.800000e-01;6.526699e-01;-1.291314e+00;1.095075e+00
9.810000e-01;6.838526e-01;-1.352185e+00;1.132687e+00
9.820000e-01;7.139534e-01;-1.412370e+00;1.166676e+00
9.830000e-01;7.436006e-01;-1.471867e+00;1.196735e+00
9.840000e-01;7.708775e-01;-1.530131e+00;1.225950e+00
9.850000e-01;7.968321e-01;-1.587290e+00;1.253276e+00
9.860000e-01;8.225378e-01;-1.646659e+00;1.276514e+00
9.870000e-01;8.489533e-01;-1.706295e+00;1.299844e+00
9.880000e-01;8.733662e-01;-1.766445e+00;1.321619e+00
9.890000e-01;8.983202e-01;-1.825893e+00;1.340806e+00
9.900000e-01;9.226876e-01;-1.886664e+00;1.358629e+00
9.910000e-01;9.452918e-01;-1.946353e+00;1.371600e+00
9.920000e-01;9.664510e-01;-2.002757e+00;1.381637e+00
9.930000e-01;9.847186e-01;-2.060865e+00;1.388257e+00
9.940000e-01;1.004027e+00;-2.115542e+00;1.390982e+00
9.950000e-01;1.021561e+00;-2.168294e+00;1.391678e+00
9.960000e-01;1.036956e+00;-2.221019e+00;1.389964e+00
9.970000e-01;1.051057e+00;-2.276394e+00;1.384967e+00
9.980000e-01;1.066633e+00;-2.329668e+00;1.378189e+00
9.990000e-01;1.080970e+00;-2.386867e+00;1.369549e+00
