time;alpha;phi;theta;alpha_dot;phi_dot;theta_dot
8.000000e-01;-3.700000e+01;3.128801e+01;-1.819419e+00;0.000000e+00;3.909497e+02;-6.643445e+00
8.010000e-01;-3.700000e+01;3.167853e+01;-1.826415e+00;0.000000e+00;3.900906e+02;-7.344565e+00
8.020000e-01;-3.700000e+01;3.206819e+01;-1.834108e+00;0.000000e+00;3.892165e+02;-8.037767e+00
8.030000e-01;-3.700000e+01;3.245696e+01;-1.842490e+00;0.000000e+00;3.883238e+02;-8.721302e+00
8.040000e-01;-3.700000e+01;3.284483e+01;-1.851551e+00;0.000000e+00;3.874126e+02;-9.395170e+00
8.050000e-01;-3.700000e+01;3.323179e+01;-1.861280e+00;0.000000e+00;3.864829e+02;-1.005937e+01
8.060000e-01;-3.700000e+01;3.361780e+01;-1.871669e+00;0.000000e+00;3.855347e+02;-1.071390e+01
8.070000e-01;-3.700000e+01;3.400286e+01;-1.882708e+00;0.000000e+00;3.845680e+02;-1.135877e+01
8.080000e-01;-3.700000e+01;3.438694e+01;-1.894387e+00;0.000000e+00;3.835828e+02;-1.199397e+01
8.090000e-01;-3.700000e+01;3.477002e+01;-1.906696e+00;0.000000e+00;3.825791e+02;-1.261950e+01
8.100000e-01;-3.700000e+01;3.515209e+01;-1.919626e+00;0.000000e+00;3.815604e+02;-1.323710e+01
8.110000e-01;-3.700000e+01;3.553314e+01;-1.933170e+00;0.000000e+00;3.805304e+02;-1.384795e+01
8.120000e-01;-3.700000e+01;3.591316e+01;-1.947322e+00;0.000000e+00;3.794864e+02;-1.444945e+01
8.130000e-01;-3.700000e+01;3.629212e+01;-1.962069e+00;0.000000e+00;3.784250e+02;-1.503959e+01
8.140000e-01;-3.700000e+01;3.667001e+01;-1.977401e+00;0.000000e+00;3.773462e+02;-1.561836e+01
8.150000e-01;-3.700000e+01;3.704681e+01;-1.993306e+00;0.000000e+00;3.762501e+02;-1.618577e+01
8.160000e-01;-3.700000e+01;3.742251e+01;-2.009773e+00;0.000000e+00;3.751366e+02;-1.674181e+01
8.170000e-01;-3.700000e+01;3.779708e+01;-2.026790e+00;0.000000e+00;3.740058e+02;-1.728648e+01
8.180000e-01;-3.700000e+01;3.817052e+01;-2.044346e+00;0.000000e+00;3.728576e+02;-1.781978e+01
8.190000e-01;-3.700000e+01;3.854280e+01;-2.062429e+00;0.000000e+00;3.716920e+02;-1.834172e+01
8.200000e-01;-3.700000e+01;3.891390e+01;-2.081029e+00;0.000000e+00;3.705123e+02;-1.885431e+01
8.210000e-01;-3.700000e+01;3.928382e+01;-2.100138e+00;0.000000e+00;3.693219e+02;-1.935918e+01
8.220000e-01;-3.700000e+01;3.965255e+01;-2.119747e+00;0.000000e+00;3.681184e+02;-1.985373e+01
8.230000e-01;-3.700000e+01;4.002006e+01;-2.139845e+00;0.000000e+00;3.668989e+02;-2.033576e+01
8.240000e-01;-3.700000e+01;4.038634e+01;-2.160419e+00;0.000000e+00;3.656634e+02;-2.080526e+01
8.250000e-01;-3.700000e+01;4.075138e+01;-2.181456e+00;0.000000e+00;3.644119e+02;-2.126222e+01
8.260000e-01;-3.700000e+01;4.111517e+01;-2.202943e+00;0.000000e+00;3.631444e+02;-2.170666e+01
8.270000e-01;-3.700000e+01;4.147767e+01;-2.224869e+00;0.000000e+00;3.618609e+02;-2.213856e+01
8.280000e-01;-3.700000e+01;4.183889e+01;-2.247220e+00;0.000000e+00;3.605613e+02;-2.255793e+01
8.290000e-01;-3.700000e+01;4.219880e+01;-2.269985e+00;0.000000e+00;3.592458e+02;-2.296478e+01
8.300000e-01;-3.700000e+01;4.255738e+01;-2.293150e+00;0.000000e+00;3.579172e+02;-2.336129e+01
8.310000e-01;-3.700000e+01;4.291463e+01;-2.316708e+00;0.000000e+00;3.565789e+02;-2.374953e+01
8.320000e-01;-3.700000e+01;4.327054e+01;-2.340649e+00;0.000000e+00;3.552286e+02;-2.412711e+01
8.330000e-01;-3.700000e+01;4.362509e+01;-2.364962e+00;0.000000e+00;3.538633e+02;-2.449175e+01
8.340000e-01;-3.700000e+01;4.397826e+01;-2.389633e+00;0.000000e+00;3.524833e+02;-2.484346e+01
8.350000e-01;-3.700000e+01;4.433005e+01;-2.414649e+00;0.000000e+00;3.510884e+02;-2.518223e+01
8.360000e-01;-3.700000e+01;4.468044e+01;-2.439997e+00;0.000000e+00;3.496786e+02;-2.550807e+01
8.370000e-01;-3.700000e+01;4.502941e+01;-2.465665e+00;0.000000e+00;3.482539e+02;-2.582098e+01
8.380000e-01;-3.700000e+01;4.537695e+01;-2.491639e+00;0.000000e+00;3.468144e+02;-2.612096e+01
8.390000e-01;-3.700000e+01;4.572304e+01;-2.517907e+00;0.000000e+00;3.453601e+02;-2.640800e+01
8.400000e-01;-3.700000e+01;4.606767e+01;-2.544455e+00;0.000000e+00;3.438937e+02;-2.668436e+01
8.410000e-01;-3.700000e+01;4.641083e+01;-2.571275e+00;0.000000e+00;3.424187e+02;-2.695243e+01
8.420000e-01;-3.700000e+01;4.675251e+01;-2.598360e+00;0.000000e+00;3.409328e+02;-2.721019e+01
8.430000e-01;-3.700000e+01;4.709269e+01;-2.625696e+00;0.000000e+00;3.394335e+02;-2.745549e+01
8.440000e-01;-3.700000e+01;4.743137e+01;-2.653271e+00;0.000000e+00;3.379209e+02;-2.768832e+01
8.450000e-01;-3.700000e+01;4.776853e+01;-2.681072e+00;0.000000e+00;3.363948e+02;-2.790868e+01
8.460000e-01;-3.700000e+01;4.810416e+01;-2.709088e+00;0.000000e+00;3.348554e+02;-2.811657e+01
8.470000e-01;-3.700000e+01;4.843825e+01;-2.737306e+00;0.000000e+00;3.333026e+02;-2.831199e+01
8.480000e-01;-3.700000e+01;4.877077e+01;-2.765712e+00;0.000000e+00;3.317365e+02;-2.849494e+01
8.490000e-01;-3.700000e+01;4.910172e+01;-2.794295e+00;0.000000e+00;3.301569e+02;-2.866542e+01
8.500000e-01;-3.700000e+01;4.943108e+01;-2.823043e+00;0.000000e+00;3.285663e+02;-2.882559e+01
8.510000e-01;-3.700000e+01;4.975885e+01;-2.851947e+00;0.000000e+00;3.269676e+02;-2.897807e+01
8.520000e-01;-3.700000e+01;5.008502e+01;-2.880999e+00;0.000000e+00;3.253591e+02;-2.912134e+01
8.530000e-01;-3.700000e+01;5.040957e+01;-2.910189e+00;0.000000e+00;3.237387e+02;-2.925346e+01
8.540000e-01;-3.700000e+01;5.073249e+01;-2.939506e+00;0.000000e+00;3.221063e+02;-2.937444e+01
8.550000e-01;-3.700000e+01;5.105378e+01;-2.968938e+00;0.000000e+00;3.204621e+02;-2.948428e+01
8.560000e-01;-3.700000e+01;5.137342e+01;-2.998475e+00;0.000000e+00;3.188059e+02;-2.958297e+01
8.570000e-01;-3.700000e+01;5.169139e+01;-3.028104e+00;0.000000e+00;3.171379e+02;-2.967052e+01
8.580000e-01;-3.700000e+01;5.200769e+01;-3.057816e+00;0.000000e+00;3.154579e+02;-2.974692e+01
8.590000e-01;-3.700000e+01;5.232231e+01;-3.087598e+00;0.000000e+00;3.137660e+02;-2.981217e+01
8.600000e-01;-3.700000e+01;5.263523e+01;-3.117440e+00;0.000000e+00;3.120643e+02;-2.986823e+01
8.610000e-01;-3.700000e+01;5.294644e+01;-3.147334e+00;0.000000e+00;3.103554e+02;-2.991772e+01
8.620000e-01;-3.700000e+01;5.325594e+01;-3.177275e+00;0.000000e+00;3.086379e+02;-2.995972e+01
8.630000e-01;-3.700000e+01;5.356371e+01;-3.207254e+00;0.000000e+00;3.069098e+02;-2.999262e+01
8.640000e-01;-3.700000e+01;5.386976e+01;-3.237261e+00;0.000000e+00;3.051711e+02;-3.001642e+01
8.650000e-01;-3.700000e+01;5.417406e+01;-3.267287e+00;0.000000e+00;3.034219e+02;-3.003111e+01
8.660000e-01;-3.700000e+01;5.447660e+01;-3.297323e+00;0.000000e+00;3.016621e+02;-3.003670e+01
8.670000e-01;-3.700000e+01;5.477738e+01;-3.327360e+00;0.000000e+00;2.998918e+02;-3.003319e+01
8.680000e-01;-3.700000e+01;5.507638e+01;-3.357389e+00;0.000000e+00;2.981109e+02;-3.002057e+01
8.690000e-01;-3.700000e+01;5.537360e+01;-3.387401e+00;0.000000e+00;2.963195e+02;-2.999886e+01
8.700000e-01;-3.700000e+01;5.566902e+01;-3.417387e+00;0.000000e+00;2.945194e+02;-2.996966e+01
8.710000e-01;-3.700000e+01;5.596264e+01;-3.447341e+00;0.000000e+00;2.927131e+02;-2.993544e+01
8.720000e-01;-3.700000e+01;5.625445e+01;-3.477258e+00;0.000000e+00;2.908994e+02;-2.989581e+01
8.730000e-01;-3.700000e+01;5.654444e+01;-3.507132e+00;0.000000e+00;2.890766e+02;-2.984957e+01
8.740000e-01;-3.700000e+01;5.683260e+01;-3.536957e+00;0.000000e+00;2.872448e+02;-2.979672e+01
8.750000e-01;-3.700000e+01;5.711893e+01;-3.566726e+00;0.000000e+00;2.854038e+02;-2.973725e+01
8.760000e-01;-3.700000e+01;5.740341e+01;-3.596432e+00;0.000000e+00;2.835537e+02;-2.967117e+01
8.770000e-01;-3.700000e+01;5.768604e+01;-3.626068e+00;0.000000e+00;2.816946e+02;-2.959848e+01
8.780000e-01;-3.700000e+01;5.796680e+01;-3.655628e+00;0.000000e+00;2.798263e+02;-2.951917e+01
8.790000e-01;-3.700000e+01;5.824569e+01;-3.685106e+00;0.000000e+00;2.779490e+02;-2.943326e+01
8.800000e-01;-3.700000e+01;5.852270e+01;-3.714495e+00;0.000000e+00;2.760642e+02;-2.934195e+01
8.810000e-01;-3.700000e+01;5.879782e+01;-3.743790e+00;0.000000e+00;2.741741e+02;-2.924733e+01
8.820000e-01;-3.700000e+01;5.907105e+01;-3.772990e+00;0.000000e+00;2.722777e+02;-2.914947e+01
8.830000e-01;-3.700000e+01;5.934237e+01;-3.802089e+00;0.000000e+00;2.703737e+02;-2.904756e+01
8.840000e-01;-3.700000e+01;5.961179e+01;-3.831085e+00;0.000000e+00;2.684619e+02;-2.894163e+01
8.850000e-01;-3.700000e+01;5.987930e+01;-3.859972e+00;0.000000e+00;2.665425e+02;-2.883165e+01
8.860000e-01;-3.700000e+01;6.014488e+01;-3.888748e+00;0.000000e+00;2.646154e+02;-2.871764e+01
8.870000e-01;-3.700000e+01;6.040853e+01;-3.917408e+00;0.000000e+00;2.626805e+02;-2.859958e+01
8.880000e-01;-3.700000e+01;6.067024e+01;-3.945947e+00;0.000000e+00;2.607380e+02;-2.847750e+01
8.890000e-01;-3.700000e+01;6.093000e+01;-3.974363e+00;0.000000e+00;2.587878e+02;-2.835137e+01
8.900000e-01;-3.700000e+01;6.118782e+01;-4.002650e+00;0.000000e+00;2.568314e+02;-2.822202e+01
8.910000e-01;-3.700000e+01;6.144367e+01;-4.030807e+00;0.000000e+00;2.548706e+02;-2.809101e+01
8.920000e-01;-3.700000e+01;6.169756e+01;-4.058832e+00;0.000000e+00;2.529048e+02;-2.795865e+01
8.930000e-01;-3.700000e+01;6.194948e+01;-4.086724e+00;0.000000e+00;2.509326e+02;-2.782451e+01
8.940000e-01;-3.700000e+01;6.219942e+01;-4.114481e+00;0.000000e+00;2.489541e+02;-2.768857e+01
8.950000e-01;-3.700000e+01;6.244738e+01;-4.142101e+00;0.000000e+00;2.469692e+02;-2.755085e+01
8.960000e-01;-3.700000e+01;6.269336e+01;-4.169583e+00;0.000000e+00;2.449781e+02;-2.741134e+01
8.970000e-01;-3.700000e+01;6.293734e+01;-4.196924e+00;0.000000e+00;2.429806e+02;-2.727004e+01
8.980000e-01;-3.700000e+01;6.317932e+01;-4.224123e+00;0.000000e+00;2.409768e+02;-2.712696e+01
8.990000e-01;-3.700000e+01;6.341929e+01;-4.251178e+00;0.000000e+00;2.389667e+02;-2.698208e+01
9.000000e-01;-3.700000e+01;6.365725e+01;-4.278087e+00;0.000000e+00;2.369515e+02;-2.683587e+01
9.010000e-01;-3.700000e+01;6.389320e+01;-4.304850e+00;0.000000e+00;2.349327e+02;-2.668930e+01
9.020000e-01;-3.700000e+01;6.412712e+01;-4.331466e+00;0.000000e+00;2.329100e+02;-2.654270e+01
9.030000e-01;-3.700000e+01;6.435902e+01;-4.357935e+00;0.000000e+00;2.308824e+02;-2.639588e+01
9.040000e-01;-3.700000e+01;6.458888e+01;-4.384257e+00;0.000000e+00;2.288498e+02;-2.624884e+01
9.050000e-01;-3.700000e+01;6.481672e+01;-4.410433e+00;0.000000e+00;2.268123e+02;-2.610158e+01
9.060000e-01;-3.700000e+01;6.504251e+01;-4.436461e+00;0.000000e+00;2.247699e+02;-2.595410e+01
9.070000e-01;-3.700000e+01;6.526626e+01;-4.462341e+00;0.000000e+00;2.227226e+02;-2.580640e+01
9.080000e-01;-3.700000e+01;6.548795e+01;-4.488073e+00;0.000000e+00;2.206703e+02;-2.565848e+01
9.090000e-01;-3.700000e+01;6.570760e+01;-4.513658e+00;0.000000e+00;2.186131e+02;-2.551034e+01
9.100000e-01;-3.700000e+01;6.592518e+01;-4.539094e+00;0.000000e+00;2.165519e+02;-2.536218e+01
9.110000e-01;-3.700000e+01;6.614070e+01;-4.564382e+00;0.000000e+00;2.144882e+02;-2.521441e+01
9.120000e-01;-3.700000e+01;6.635416e+01;-4.589523e+00;0.000000e+00;2.124215e+02;-2.506711e+01
9.130000e-01;-3.700000e+01;6.656554e+01;-4.614516e+00;0.000000e+00;2.103511e+02;-2.492016e+01
9.140000e-01;-3.700000e+01;6.677486e+01;-4.639363e+00;0.000000e+00;2.082771e+02;-2.477355e+01
9.150000e-01;-3.700000e+01;6.698210e+01;-4.664063e+00;0.000000e+00;2.061993e+02;-2.462730e+01
9.160000e-01;-3.700000e+01;6.718726e+01;-4.688618e+00;0.000000e+00;2.041178e+02;-2.448140e+01
9.170000e-01;-3.700000e+01;6.739033e+01;-4.713026e+00;0.000000e+00;2.020326e+02;-2.433584e+01
9.180000e-01;-3.700000e+01;6.759132e+01;-4.737289e+00;0.000000e+00;1.999436e+02;-2.419064e+01
9.190000e-01;-3.700000e+01;6.779022e+01;-4.761408e+00;0.000000e+00;1.978510e+02;-2.404579e+01
9.200000e-01;-3.700000e+01;6.798703e+01;-4.785381e+00;0.000000e+00;1.957554e+02;-2.390140e+01
9.210000e-01;-3.700000e+01;6.818173e+01;-4.809210e+00;0.000000e+00;1.936579e+02;-2.375742e+01
9.220000e-01;-3.700000e+01;6.837434e+01;-4.832896e+00;0.000000e+00;1.915585e+02;-2.361347e+01
9.230000e-01;-3.700000e+01;6.856485e+01;-4.856437e+00;0.000000e+00;1.894567e+02;-2.346936e+01
9.240000e-01;-3.700000e+01;6.875325e+01;-4.879835e+00;0.000000e+00;1.873526e+02;-2.332509e+01
9.250000e-01;-3.700000e+01;6.893955e+01;-4.903087e+00;0.000000e+00;1.852462e+02;-2.318065e+01
9.260000e-01;-3.700000e+01;6.912375e+01;-4.926196e+00;0.000000e+00;1.831375e+02;-2.303605e+01
9.270000e-01;-3.700000e+01;6.930583e+01;-4.949160e+00;0.000000e+00;1.810264e+02;-2.289129e+01
9.280000e-01;-3.700000e+01;6.948580e+01;-4.971978e+00;0.000000e+00;1.789129e+02;-2.274636e+01
9.290000e-01;-3.700000e+01;6.966366e+01;-4.994652e+00;0.000000e+00;1.767971e+02;-2.260128e+01
9.300000e-01;-3.700000e+01;6.983939e+01;-5.017181e+00;0.000000e+00;1.746793e+02;-2.245621e+01
9.310000e-01;-3.700000e+01;7.001301e+01;-5.039565e+00;0.000000e+00;1.725603e+02;-2.231082e+01
9.320000e-01;-3.700000e+01;7.018451e+01;-5.061803e+00;0.000000e+00;1.704402e+02;-2.216412e+01
9.330000e-01;-3.700000e+01;7.035389e+01;-5.083893e+00;0.000000e+00;1.683188e+02;-2.201565e+01
9.340000e-01;-3.700000e+01;7.052115e+01;-5.105834e+00;0.000000e+00;1.661962e+02;-2.186540e+01
9.350000e-01;-3.700000e+01;7.068629e+01;-5.127624e+00;0.000000e+00;1.640723e+02;-2.171339e+01
9.360000e-01;-3.700000e+01;7.084930e+01;-5.149261e+00;0.000000e+00;1.619472e+02;-2.155960e+01
9.370000e-01;-3.700000e+01;7.101018e+01;-5.170743e+00;0.000000e+00;1.598208e+02;-2.140404e+01
9.380000e-01;-3.700000e+01;7.116894e+01;-5.192069e+00;0.000000e+00;1.576932e+02;-2.124671e+01
9.390000e-01;-3.700000e+01;7.132557e+01;-5.213236e+00;0.000000e+00;1.555643e+02;-2.108760e+01
9.400000e-01;-3.700000e+01;7.148007e+01;-5.234244e+00;0.000000e+00;1.534344e+02;-2.092718e+01
9.410000e-01;-3.700000e+01;7.163244e+01;-5.255091e+00;0.000000e+00;1.513040e+02;-2.076508e+01
9.420000e-01;-3.700000e+01;7.178268e+01;-5.275774e+00;0.000000e+00;1.491736e+02;-2.059965e+01
9.430000e-01;-3.700000e+01;7.193078e+01;-5.296290e+00;0.000000e+00;1.470429e+02;-2.043002e+01
9.440000e-01;-3.700000e+01;7.207676e+01;-5.316634e+00;0.000000e+00;1.449121e+02;-2.025620e+01
9.450000e-01;-3.700000e+01;7.222061e+01;-5.336802e+00;0.000000e+00;1.427811e+02;-2.007818e+01
9.460000e-01;-3.700000e+01;7.236232e+01;-5.356791e+00;0.000000e+00;1.406499e+02;-1.989597e+01
9.470000e-01;-3.700000e+01;7.250191e+01;-5.376594e+00;0.000000e+00;1.385185e+02;-1.970956e+01
9.480000e-01;-3.700000e+01;7.263936e+01;-5.396210e+00;0.000000e+00;1.363870e+02;-1.951896e+01
9.490000e-01;-3.700000e+01;7.277468e+01;-5.415632e+00;0.000000e+00;1.342552e+02;-1.932416e+01
9.500000e-01;-3.700000e+01;7.290787e+01;-5.434858e+00;4.029890e-02;1.321234e+02;-1.912601e+01
9.510000e-01;-3.699992e+01;7.303893e+01;-5.453884e+00;3.223434e-01;1.299918e+02;-1.892438e+01
9.520000e-01;-3.699936e+01;7.316785e+01;-5.472707e+00;1.047342e+00;1.278608e+02;-1.871703e+01
9.530000e-01;-3.699782e+01;7.329465e+01;-5.491318e+00;2.254877e+00;1.257307e+02;-1.850263e+01
9.540000e-01;-3.699485e+01;7.341932e+01;-5.509712e+00;3.943759e+00;1.236013e+02;-1.828118e+01
9.550000e-01;-3.698994e+01;7.354185e+01;-5.527881e+00;6.112319e+00;1.214727e+02;-1.805268e+01
9.560000e-01;-3.698262e+01;7.366226e+01;-5.545817e+00;8.758417e+00;1.193449e+02;-1.781714e+01
9.570000e-01;-3.697242e+01;7.378054e+01;-5.563515e+00;1.187944e+01;1.172178e+02;-1.757456e+01
9.580000e-01;-3.695886e+01;7.389670e+01;-5.580967e+00;1.547232e+01;1.150915e+02;-1.732493e+01
9.590000e-01;-3.694148e+01;7.401073e+01;-5.598165e+00;1.953349e+01;1.129660e+02;-1.706825e+01
9.600000e-01;-3.691980e+01;7.412263e+01;-5.615103e+00;2.405896e+01;1.108412e+02;-1.680580e+01
9.610000e-01;-3.689336e+01;7.423241e+01;-5.631776e+00;2.904426e+01;1.087171e+02;-1.653796e+01
9.620000e-01;-3.686171e+01;7.434006e+01;-5.648179e+00;3.448446e+01;1.065945e+02;-1.626207e+01
9.630000e-01;-3.682439e+01;7.444560e+01;-5.664301e+00;4.037420e+01;1.044735e+02;-1.597641e+01
9.640000e-01;-3.678096e+01;7.454901e+01;-5.680132e+00;4.670767e+01;1.023542e+02;-1.568098e+01
9.650000e-01;-3.673097e+01;7.465030e+01;-5.695663e+00;5.347862e+01;1.002366e+02;-1.537578e+01
9.660000e-01;-3.667400e+01;7.474948e+01;-5.710883e+00;6.068036e+01;9.812072e+01;-1.506081e+01
9.670000e-01;-3.660961e+01;7.484655e+01;-5.725784e+00;6.830578e+01;9.600651e+01;-1.473607e+01
9.680000e-01;-3.653739e+01;7.494150e+01;-5.740355e+00;7.634737e+01;9.389399e+01;-1.440156e+01
9.690000e-01;-3.645692e+01;7.503433e+01;-5.754587e+00;8.479718e+01;9.178315e+01;-1.405728e+01
9.700000e-01;-3.636779e+01;7.512506e+01;-5.768470e+00;9.364688e+01;8.967369e+01;-1.370489e+01
9.710000e-01;-3.626962e+01;7.521368e+01;-5.781997e+00;1.028877e+02;8.756554e+01;-1.334539e+01
9.720000e-01;-3.616202e+01;7.530019e+01;-5.795161e+00;1.125106e+02;8.545939e+01;-1.297609e+01
9.730000e-01;-3.604460e+01;7.538460e+01;-5.807949e+00;1.225060e+02;8.335568e+01;-1.259499e+01
9.740000e-01;-3.591701e+01;7.546690e+01;-5.820351e+00;1.328641e+02;8.125443e+01;-1.220209e+01
9.750000e-01;-3.577887e+01;7.554711e+01;-5.832353e+00;1.435747e+02;7.915562e+01;-1.179740e+01
9.760000e-01;-3.562986e+01;7.562522e+01;-5.843946e+00;1.546271e+02;7.705926e+01;-1.138090e+01
9.770000e-01;-3.546962e+01;7.570123e+01;-5.855115e+00;1.660105e+02;7.496534e+01;-1.095261e+01
9.780000e-01;-3.529784e+01;7.577515e+01;-5.865851e+00;1.777136e+02;7.287387e+01;-1.051251e+01
9.790000e-01;-3.511419e+01;7.584698e+01;-5.876140e+00;1.897249e+02;7.078485e+01;-1.006062e+01
9.800000e-01;-3.491839e+01;7.591672e+01;-5.885972e+00;2.020326e+02;6.869793e+01;-9.598885e+00
9.810000e-01;-3.471013e+01;7.598437e+01;-5.895338e+00;2.146244e+02;6.661295e+01;-9.129001e+00
9.820000e-01;-3.448914e+01;7.604994e+01;-5.904230e+00;2.274881e+02;6.453058e+01;-8.648597e+00
9.830000e-01;-3.425515e+01;7.611343e+01;-5.912635e+00;2.406107e+02;6.245126e+01;-8.155575e+00
9.840000e-01;-3.400792e+01;7.617485e+01;-5.920541e+00;2.539795e+02;6.037500e+01;-7.649933e+00
9.850000e-01;-3.374719e+01;7.623418e+01;-5.927935e+00;2.675812e+02;5.830179e+01;-7.131674e+00
9.860000e-01;-3.347275e+01;7.629145e+01;-5.934804e+00;2.814025e+02;5.623163e+01;-6.600796e+00
9.870000e-01;-3.318439e+01;7.634665e+01;-5.941137e+00;2.954295e+02;5.416453e+01;-6.057299e+00
9.880000e-01;-3.288190e+01;7.639978e+01;-5.946919e+00;3.096486e+02;5.210049e+01;-5.501184e+00
9.890000e-01;-3.256509e+01;7.645085e+01;-5.952139e+00;3.240457e+02;5.003950e+01;-4.932451e+00
9.900000e-01;-3.223380e+01;7.649986e+01;-5.956784e+00;3.386066e+02;4.798108e+01;-4.353146e+00
9.910000e-01;-3.188788e+01;7.654681e+01;-5.960845e+00;3.533168e+02;4.592497e+01;-3.765606e+00
9.920000e-01;-3.152717e+01;7.659171e+01;-5.964315e+00;3.681620e+02;4.387198e+01;-3.168221e+00
9.930000e-01;-3.115155e+01;7.663455e+01;-5.967182e+00;3.831274e+02;4.182272e+01;-2.559089e+00
9.940000e-01;-3.076092e+01;7.667535e+01;-5.969433e+00;3.981983e+02;3.977717e+01;-1.938211e+00
9.950000e-01;-3.035516e+01;7.671411e+01;-5.971058e+00;4.133597e+02;3.773534e+01;-1.305586e+00
9.960000e-01;-2.993420e+01;7.675082e+01;-5.972045e+00;4.285968e+02;3.569723e+01;-6.612151e-01
9.970000e-01;-2.949796e+01;7.678550e+01;-5.972381e+00;4.438945e+02;3.366284e+01;-5.097040e-03
9.980000e-01;-2.904641e+01;7.681815e+01;-5.972055e+00;4.592377e+02;3.163217e+01;6.627676e-01
9.990000e-01;-2.857949e+01;7.684877e+01;-5.971055e+00;4.746113e+02;2.960522e+01;1.342379e+00
0.000000e+00;-2.809718e+01;7.687736e+01;-5.969370e+00;4.900000e+02;1.429634e+01;8.425606e-01
